start
1451112,58.60,3398.00,3488.00,7260.00,6018.00,85.00,3731.00,4033.00,3871.00,59.16,59.05,58.59,96.30,2.54,2.56,2.60,0.77,4.69
1461113,58.80,3281.00,3411.00,7182.00,5999.00,80.00,3634.00,3955.00,3850.00,58.70,58.70,58.80,96.05,2.60,2.59,2.59,0.75,4.66
1471115,59.00,3283.00,3388.00,7125.00,5970.00,56.00,3626.00,3849.00,3861.00,58.91,58.70,59.05,95.73,2.59,2.59,2.56,0.76,4.67
1481114,59.20,3269.00,3372.00,7065.00,5914.00,63.00,3533.00,3782.00,3816.00,59.41,59.49,59.46,95.89,2.54,2.52,2.58,0.76,4.64
1491122,59.40,3237.00,3333.00,7048.00,5865.00,61.00,3525.00,3652.00,3812.00,59.96,59.27,59.10,95.89,2.48,2.53,2.56,0.76,4.63
1501119,59.60,3159.00,3231.00,6929.00,5766.00,54.00,3434.00,3544.00,3714.00,59.99,60.53,60.05,95.64,2.48,2.41,2.48,0.77,4.60
1511119,59.80,3101.00,3212.00,6851.00,5686.00,43.00,3337.00,3432.00,3651.00,59.96,59.91,59.57,95.64,2.48,2.49,2.50,0.76,4.57
1521121,60.00,3058.00,3128.00,6770.00,5655.00,14.00,3324.00,3398.00,3636.00,60.25,59.99,59.96,95.97,2.46,2.48,2.48,0.76,4.55
1531121,60.20,2991.00,3056.00,6694.00,5558.00,18.00,3225.00,3275.00,3603.00,59.80,60.50,60.30,95.73,2.51,2.43,2.44,0.76,4.54
1541121,60.40,2959.00,2982.00,6586.00,5563.00,22.00,3167.00,3219.00,3601.00,60.99,60.93,61.25,96.05,2.39,2.39,2.37,0.75,4.51
1551123,60.60,2887.00,2943.00,6513.00,5409.00,23.00,3066.00,3146.00,3622.00,60.81,60.33,61.28,95.81,2.41,2.44,2.33,0.76,4.50
1561122,60.80,2793.00,2858.00,6461.00,5380.00,38.00,3106.00,3104.00,3636.00,60.93,60.81,61.42,95.64,2.40,2.40,2.35,0.77,4.49
1571125,61.00,2790.00,2841.00,6350.00,5294.00,37.00,3076.00,3067.00,3648.00,61.10,60.90,60.76,95.56,2.39,2.40,2.40,0.76,4.47
1581125,61.20,2737.00,2826.00,6269.00,5273.00,53.00,3032.00,3001.00,3643.00,61.36,61.39,61.51,95.89,2.36,2.36,2.34,0.76,4.46
1591126,61.40,2761.00,2769.00,6210.00,5184.00,36.00,3039.00,2935.00,3663.00,61.98,61.83,62.01,95.64,2.32,2.32,2.28,0.77,4.46
1601127,61.60,2693.00,2700.00,6090.00,5029.00,19.00,2932.00,2856.00,3623.00,61.83,61.54,61.51,96.05,2.32,2.35,2.34,0.76,4.43
1611124,61.80,2681.00,2636.00,5950.00,4954.00,19.00,2892.00,2790.00,3630.00,61.69,61.86,62.76,95.64,2.32,2.32,2.24,0.76,4.43
1621130,62.00,2716.00,2625.00,5947.00,4887.00,31.00,2902.00,2679.00,3466.00,62.16,62.25,62.13,95.64,2.30,2.28,2.28,0.76,4.41
1631130,62.20,2740.00,2621.00,5818.00,4772.00,31.00,2881.00,2679.00,3522.00,62.31,62.64,62.67,95.89,2.28,2.26,2.25,0.76,4.38
1641134,62.40,2715.00,2573.00,5806.00,4778.00,63.00,2868.00,2693.00,3586.00,63.00,62.85,61.98,95.89,2.23,2.23,2.31,0.77,4.36
1651132,62.60,2667.00,2549.00,5674.00,4669.00,49.00,2797.00,2629.00,3509.00,63.10,63.37,63.56,95.97,2.23,2.20,2.18,0.76,4.35
1661133,62.80,2638.00,2494.00,5622.00,4557.00,69.00,2821.00,2593.00,3566.00,62.79,62.67,62.58,95.89,2.24,2.24,2.26,0.76,4.34
1671135,63.00,2569.00,2391.00,5497.00,4451.00,30.00,2729.00,2505.00,3542.00,63.25,62.88,62.91,95.56,2.21,2.23,2.22,0.77,4.32
1681137,63.20,2550.00,2260.00,5370.00,4319.00,20.00,2694.00,2444.00,3467.00,63.62,63.43,62.49,95.73,2.18,2.19,2.19,0.76,4.32
